品目階層,品目コード,品目,製造品出荷額等区分階層,製造品出荷額等区分コード,製造品出荷額等区分,産出事業所数,製造品出荷額等（その他収入を除く）（万円）
2,313113,鋼製貨物船の新造（２０総ｔ以上の動力船）,1,1,製造品出荷額,-,-
2,313114,鋼製油そう船の新造（２０総ｔ以上の動力船）,1,1,製造品出荷額,-,-
2,313115,鋼製漁船の新造（２０総ｔ以上の動力船）,1,1,製造品出荷額,-,-
2,313116,特殊用途鋼製船舶の新造（２０総ｔ以上の動力船）,1,1,製造品出荷額,1,x
2,313117,軍艦の新造,1,1,製造品出荷額,-,-
2,313118,鋼製無動力船の新造,1,1,製造品出荷額,1,x
2,313121,鋼製動力船の新造（２０総ｔ未満）,1,1,製造品出荷額,1,x
2,313122,鋼製船舶の船体,1,1,製造品出荷額,1,x
2,313123,鋼製国内船舶の改造・修理,1,1,製造品出荷額,1,x
2,313124,鋼製外国船舶の改造・修理,1,1,製造品出荷額,1,x
2,313125,軍艦の改造・修理,1,1,製造品出荷額,-,-
2,313126,木造船舶の新造・改造・修理(２０総t以上）,1,1,製造品出荷額,-,-
2,313191,船舶新造・改造・修理（賃加工）,1,2,加工賃収入額,1,x
2,313211,船体ブロック,1,1,製造品出荷額,-,-
2,313291,船体ブロック（賃加工）,1,2,加工賃収入額,-,-
2,313311,木製・金属製舟艇（鋼船を除く）の新造,1,1,製造品出荷額,-,-
2,313312,プラスチック製舟艇の新造,1,1,製造品出荷額,-,-
2,313313,舟艇の改造・修理,1,1,製造品出荷額,3,182324
2,313391,舟艇の新造・改造・修理（賃加工）,1,2,加工賃収入額,-,-
2,313411,舶用ディーゼル機関,1,1,製造品出荷額,-,-
2,313419,その他の舶用機関,1,1,製造品出荷額,1,x
2,313421,舶用機関の部分品・取付具・附属品,1,1,製造品出荷額,10,78486
2,313491,舶用機関・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,7,22981
2,314111,飛行機,1,1,製造品出荷額,-,-
2,314112,ヘリコプター,1,1,製造品出荷額,-,-
2,314119,その他の航空機,1,1,製造品出荷額,-,-
2,314121,航空機の修理・オーバーホール,1,1,製造品出荷額,-,-
2,314191,航空機（賃加工）,1,2,加工賃収入額,1,x
2,314211,航空機用エンジン,1,1,製造品出荷額,-,-
2,314212,航空機用エンジンの修理・オーバーホール,1,1,製造品出荷額,1,x
2,314213,航空機用エンジンの部分品・取付具・附属品,1,1,製造品出荷額,9,37258328
2,314291,航空機用エンジン・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,11,263596
2,314919,その他の航空機部分品・補助装置,1,1,製造品出荷額,19,1496080
2,314991,その他の航空機部分品・補助装置（賃加工）,1,2,加工賃収入額,20,185604
2,315111,フォークリフトトラック,1,1,製造品出荷額,-,-
2,315112,フォークリフトトラックの部分品・取付具・附属品,1,1,製造品出荷額,13,433033
2,315191,フォークリフトトラック・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,5,8761
2,315911,構内運搬車（けん引車を含む）,1,1,製造品出荷額,1,x
2,315919,他に分類されない産業用運搬車両,1,1,製造品出荷額,4,4074
2,315921,その他の産業用運搬車両の部分品・取付具・附属品,1,1,製造品出荷額,8,22069
2,315991,その他の産業用運搬車両・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,3,10650
2,319111,軽快車、ミニサイクル、マウンテンバイク,1,1,製造品出荷額,1,x
2,319112,子供車（車輪の径の呼び１２～２４インチのもの）,1,1,製造品出荷額,-,-
2,319113,特殊車（スポーツ、実用車を含む）,1,1,製造品出荷額,1,x
2,319114,車いす（手動式）,1,1,製造品出荷額,5,28742
2,319115,自転車用フレーム（完成品に限る）,1,1,製造品出荷額,1,x
2,319116,自転車の部分品・取付具・附属品,1,1,製造品出荷額,4,15483
2,319191,自転車・同部分品（賃加工）,1,2,加工賃収入額,1,x
2,319911,飛しょう体、同部分品・附属品,1,1,製造品出荷額,11,6563048
2,319919,他に分類されない輸送用機械器具、同部分品・取付具・附属品,1,1,製造品出荷額,20,142670
2,319991,他に分類されない輸送用機械器具・同部分品・取付具・附属品（賃加工）,1,2,加工賃収入額,9,14747
2,816600,製造工程からでたくず・廃物,1,3,くず・廃物出荷額,4,1736
1,320000,その他の製造業,0,0,総数,867,17524145
1,320000,その他の製造業,1,1,製造品出荷額,707,16686828
1,320000,その他の製造業,1,2,加工賃収入額,150,836076
1,320000,その他の製造業,1,3,くず・廃物出荷額,10,1241
2,321111,貴金属製装身具（宝石、象牙、亀甲を含む）,1,1,製造品出荷額,24,1179500
2,321112,天然・養殖真珠装身具（購入真珠によるもの）,1,1,製造品出荷額,1,x
2,321191,貴金属・宝石製装身具（賃加工）,1,2,加工賃収入額,15,109159
2,321211,貴金属・宝石製装身具附属品、同材料加工品、同細工品,1,1,製造品出荷額,6,91036
2,321291,貴金属・宝石製装身具附属品・同材料加工品・同細工品（賃加工）,1,2,加工賃収入額,7,23872
2,321911,その他の貴金属・宝石製品（装身具・装飾品を除く）,1,1,製造品出荷額,15,275632
2,321919,その他の貴金属・宝石製品（装身具・装飾品を除く）の附属品、同材料加工品、同細工品,1,1,製造品出荷額,1,x
2,321991,その他の貴金属・宝石製品（装身具・装飾品を除く）・同附属品・同材料加工品・同細工品（賃加工）,1,2,加工賃収入額,8,55070
2,322111,身辺細貨品（すず・アンチモン製品を含む）,1,1,製造品出荷額,45,444135
2,322112,装飾品、置物類（すず・アンチモン製品を含む）,1,1,製造品出荷額,14,280974
2,322113,宝石箱、小物箱（すず・アンチモン製品を含む）,1,1,製造品出荷額,3,31788
2,322114,装身具・装飾品（貴金属・宝石製を除く）の部分品・附属品,1,1,製造品出荷額,12,62298
2,322191,装身具・装飾品（賃加工）,1,2,加工賃収入額,8,15786
2,322211,造花、装飾用羽毛,1,1,製造品出荷額,4,13086
2,322291,造花・装飾用羽毛（賃加工）,1,2,加工賃収入額,2,x
2,322311,プラスチック製ボタン,1,1,製造品出荷額,-,-
2,322319,その他のボタン（ボタン型を含む）,1,1,製造品出荷額,1,x
2,322391,ボタン（賃加工）,1,2,加工賃収入額,-,-
2,322411,縫針、ミシン針,1,1,製造品出荷額,-,-
2,322412,スライドファスナー,1,1,製造品出荷額,-,-
2,322413,スナップ、ホック,1,1,製造品出荷額,2,x
2,322419,その他の針、同関連品,1,1,製造品出荷額,3,106763
2,322491,針・ピン・ホック・スナップ・同関連品（賃加工）,1,2,加工賃収入額,3,37850
2,322911,かつら、かもじ（人形の髪を含む）,1,1,製造品出荷額,4,54969
2,322919,他に分類されない装身具・装飾品,1,1,製造品出荷額,4,24816
2,322991,その他の装身具・装飾品(賃加工),1,2,加工賃収入額,1,x
2,323111,ウォッチ（ムーブメントを含む）,1,1,製造品出荷額,1,x
2,323112,クロック（ムーブメントを含む）,1,1,製造品出荷額,1,x
2,323119,その他の時計,1,1,製造品出荷額,1,x
2,323121,時計の部分品,1,1,製造品出荷額,7,156381
2,323131,携帯時計側,1,1,製造品出荷額,-,-
2,323139,その他の時計側,1,1,製造品出荷額,2,x
2,323191,時計・同部分品（賃加工）,1,2,加工賃収入額,3,15633
2,324111,ピアノ,1,1,製造品出荷額,-,-
2,324911,電子楽器,1,1,製造品出荷額,-,-
2,324912,ギター（電気ギターを含む）,1,1,製造品出荷額,1,x
2,324919,その他の洋楽器、和楽器,1,1,製造品出荷額,11,225886
2,324921,楽器の部分品・取付具・附属品,1,1,製造品出荷額,8,45443
2,324991,その他の楽器・楽器部分品・同材料（賃加工）,1,2,加工賃収入額,5,20290
2,325111,かるた、すごろく、トランプ、花札、囲碁、将棋、チェス、麻雀ぱい、ゲーム盤等,1,1,製造品出荷額,1,x
2,325112,電子応用がん具,1,1,製造品出荷額,4,99417
2,325113,金属製がん具,1,1,製造品出荷額,5,70444
2,325114,プラスチックモデルキット,1,1,製造品出荷額,1,x
2,325115,空気入りビニルがん具,1,1,製造品出荷額,2,x
2,325116,児童乗物（部分品、附属品を含む）,1,1,製造品出荷額,2,x
2,325119,その他のプラスチック製がん具,1,1,製造品出荷額,7,41414
2,325129,その他の娯楽用具・がん具,1,1,製造品出荷額,15,173202
2,325131,娯楽用具・がん具の部分品・附属品,1,1,製造品出荷額,7,47645
2,325191,娯楽用具・がん具（賃加工）,1,2,加工賃収入額,11,42355
2,325211,日本人形、西洋人形、縫いぐるみ人形,1,1,製造品出荷額,-,-
2,325212,節句人形、ひな人形,1,1,製造品出荷額,1,x
2,325219,その他の人形,1,1,製造品出荷額,7,112693
2,325221,人形の部分品・附属品,1,1,製造品出荷額,7,22926
2,325291,人形（賃加工）,1,2,加工賃収入額,1,x
2,325311,野球・ソフトボール用具,1,1,製造品出荷額,4,11268
2,325312,バスケットボール・バレーボール・ラグビー・サッカー等用具,1,1,製造品出荷額,6,80371
2,325313,テニス・卓球・バドミントン用具,1,1,製造品出荷額,5,10278
2,325314,ゴルフ・ホッケー用具,1,1,製造品出荷額,2,x
2,325315,スキー・水上スキー・スケート用具,1,1,製造品出荷額,1,x
2,325316,トラック・フィールド用具、体操用具,1,1,製造品出荷額,5,42756
2,325317,釣道具、同附属品,1,1,製造品出荷額,11,2778830
2,325319,その他の運動用具,1,1,製造品出荷額,8,220004
2,325321,運動用具の部分品・附属品,1,1,製造品出荷額,2,x
2,325391,運動用具（賃加工）,1,2,加工賃収入額,6,21841
2,326111,万年筆,1,1,製造品出荷額,-,-
2,326112,シャープペンシル,1,1,製造品出荷額,3,78982
2,326113,万年筆・シャープペンシル部分品、ぺン先、ペン軸,1,1,製造品出荷額,4,8933
2,326114,ボールペン,1,1,製造品出荷額,4,155368
2,326115,マーキングペン,1,1,製造品出荷額,3,22482
2,326116,ボールペン・マーキングペン部分品,1,1,製造品出荷額,7,249167
2,326117,鉛筆,1,1,製造品出荷額,5,124977
2,326118,鉛筆軸、鉛筆芯（シャープペンシルの芯を含む）,1,1,製造品出荷額,2,x
2,326191,万年筆・ペン類・鉛筆(賃加工),1,2,加工賃収入額,15,102077
2,326211,水彩絵具,1,1,製造品出荷額,-,-
2,326219,毛筆、その他の絵画用品,1,1,製造品出荷額,6,21895
2,326291,毛筆・絵画用品（賃加工）,1,2,加工賃収入額,1,x
2,326911,印章、印肉、スタンプ、スタンプ台,1,1,製造品出荷額,20,312469
2,326912,図案・製図用具,1,1,製造品出荷額,2,x
2,326913,事務用のり、工業用のり,1,1,製造品出荷額,1,x
2,326919,他に分類されない事務用品,1,1,製造品出荷額,12,161982
2,326921,その他の事務用品の部分品・附属品,1,1,製造品出荷額,5,32122
2,326991,その他の事務用品（賃加工）,1,2,加工賃収入額,6,14349
2,327111,漆器製家具,1,1,製造品出荷額,-,-
2,327112,漆器製台所・食卓用品,1,1,製造品出荷額,-,-
2,327119,その他の漆器製品,1,1,製造品出荷額,-,-
2,327191,漆器（賃加工）,1,2,加工賃収入額,-,-
2,328111,麦わら・パナマ類帽子、帽体（紙いと帽子、経木帽子を含む）,1,1,製造品出荷額,2,x
2,328119,その他のわら工品,1,1,製造品出荷額,-,-
2,328191,麦わら・パナマ類帽子・わら工品（賃加工）,1,2,加工賃収入額,-,-
2,328211,畳、畳床,1,1,製造品出荷額,9,44342
2,328212,畳表,1,1,製造品出荷額,3,6173
2,328213,花むしろ、ござ,1,1,製造品出荷額,1,x
2,328291,畳・むしろ類（賃加工）,1,2,加工賃収入額,3,7238
2,328311,うちわ、扇子（骨を含む）,1,1,製造品出荷額,-,-
2,328312,ちょうちん（骨を含む）,1,1,製造品出荷額,4,12403
2,328391,うちわ・扇子・ちょうちん（賃加工）,1,2,加工賃収入額,-,-
2,328411,歯ブラシ,1,1,製造品出荷額,1,x
2,328419,その他のブラシ,1,1,製造品出荷額,20,484926
2,328421,清掃用品,1,1,製造品出荷額,2,x
2,328491,ほうき・ブラシ（賃加工）,1,2,加工賃収入額,2,x
2,328511,喫煙用具,1,1,製造品出荷額,2,x
2,328591,喫煙用具（賃加工）,1,2,加工賃収入額,3,4971
2,328911,洋傘（パラソル、男女児兼用傘を含む）,1,1,製造品出荷額,2,x
2,328919,その他の傘、傘部分品,1,1,製造品出荷額,1,x
2,328921,マッチ（軸木、箱を含む）,1,1,製造品出荷額,-,-
2,328922,魔法瓶、魔法瓶ケース（ジャー、ジャーケースを含む）,1,1,製造品出荷額,-,-
2,328929,他に分類されない生活雑貨製品,1,1,製造品出荷額,8,161006
2,328991,その他の生活雑貨製品(賃加工),1,2,加工賃収入額,4,14514
2,329111,煙火（がん具用を含む）,1,1,製造品出荷額,1,x
2,329191,煙火（賃加工）,1,2,加工賃収入額,-,-
2,329211,看板、標識機、展示装置（電気的、機械的でないもの）,1,1,製造品出荷額,93,1132037
2,329212,看板、標識機、展示装置（電気的、機械的なもの）,1,1,製造品出荷額,59,995245
2,329291,看板・標識機（賃加工）,1,2,加工賃収入額,19,159794
2,329311,パレット,1,1,製造品出荷額,6,116382
2,329391,パレット（賃加工）,1,2,加工賃収入額,1,x
2,329411,マネキン人形、人台,1,1,製造品出荷額,2,x
2,329419,その他のモデル、模型,1,1,製造品出荷額,29,489914
2,329491,モデル・模型（賃加工）,1,2,加工賃収入額,3,3908
2,329511,工業用模型（木型を含む）,1,1,製造品出荷額,44,1027986
2,329591,工業用模型（木型を含む）（賃加工）,1,2,加工賃収入額,7,28464
2,329611,音響用情報記録物,1,1,製造品出荷額,2,x
2,329612,映像用情報記録物,1,1,製造品出荷額,3,61345
2,329613,ゲーム用の記録物,1,1,製造品出荷額,-,-
2,329619,その他の情報記録物,1,1,製造品出荷額,4,103268
2,329691,情報記録物（新聞、書籍等の印刷物を除く）（賃加工）,1,2,加工賃収入額,3,63707
2,329711,眼鏡,1,1,製造品出荷額,1,x
2,329712,眼鏡枠,1,1,製造品出荷額,3,29505
2,329713,眼鏡レンズ（コンタクトレンズを含む）,1,1,製造品出荷額,-,-
2,329714,眼鏡の部分品,1,1,製造品出荷額,2,x
2,329791,眼鏡（賃加工）,1,2,加工賃収入額,3,3706
2,329911,繊維壁材（化粧用吹付材を含む）,1,1,製造品出荷額,-,-
2,329912,線香類,1,1,製造品出荷額,1,x
